内部商品名称,内部规格,内部条码,内部销售价,总销量,进货价,外部商品名称,外部规格,外部活动价,外部原价,匹配结果,商品分类,线上原价,线上活动价,定价类型,线下价格
【男士短筒袜子】 船袜独立包装男短袜纯色浅口脚底袜男袜春夏季男士袜子/双,白色*1双,3000041726744,1.1,1,0.7,【男士短筒袜子】船袜独立包装男短袜纯色浅口脚底袜男袜春夏季男士袜子／双,黑色*1双,1.5,1.8,模糊匹配,C,1.9,1.5,普通商品(中毛利),1.2
【加厚加大】非一次性雨衣 EVA成人长款雨衣便携式透明雨披纽扣旅行雨披带帽束口随机雨衣/件,白色【EVA材质非一次性用】加厚款,2525690010300,5.3,1,2.5,【加厚加大】非一次性雨衣EVA成人长款雨衣便携式透明雨披纽扣旅行雨披带帽束口随机雨衣／件,均码白色【建议身高145-188cm】,6.8,8.8,模糊匹配,C,8.9,6.9,普通商品(中毛利),5.5
俊雅牌多功能家用办公多孔位插线板插排大功率带开关灯插线板1.8/2.8/3/4.8米可选,蓝白款总控3位 1.8米线,6978717760033,10.1,1,6.5,,,,,无匹配,C,22.9,16.2,普通商品(中毛利),13.9
军棋陆战棋 经典款军棋亲子玩具棋牌类中小学生校园课间活动休闲娱乐益智玩具/副,,3008707641714,5.1,1,2.8,,,,,无匹配,C,9.9,7.2,普通商品(中毛利),5.9
卷尾巴 猫罐头 85g白肉混合猫咪营养猫宠物零食罐头主食罐高汤补水罐猫湿粮/罐,SAG-50A精选鸡肉,6972051339290,3.0,1,1.6,卷尾巴猫罐头85g白肉混合猫咪营养猫宠物零食罐头主食罐高汤补水罐猫湿粮／罐,金枪鱼高汤*1罐,3.5,5.0,模糊匹配,C,5.2,3.5,普通商品(中毛利),3.2
鹃城牌红油郫县豆瓣酱四川炒菜专用1kg川菜调味品川菜豆瓣酱,1kg*1瓶,6909003668191,15.6,1,14.2,鹃城牌红油郫县豆瓣500g/罐,,16.9,16.9,模糊匹配,C,16.9,16.9,普通商品(低毛利),17.9
久大精制井盐500g深井盐餐饮家用炒菜烧菜调味料,500g*1袋,6951416201687,1.8,1,1.1,,,,,无匹配,C,3.9,2.9,普通商品(中毛利),2.5
4分洗衣机水龙头 通用装修工程拖把池水龙头加厚防爆耐用尖嘴单冷快开水头/个,,3005139429422,9.0,1,5.1,4分洗衣机水龙头通用装修工程拖把池水龙头加厚防爆耐用尖嘴单冷快开水头／个,常规款*1个,12.8,15.0,模糊匹配,C,15.2,12.9,普通商品(中毛利),9.2
百福康净水器水管子软管配件2分3分PE管线机过滤器直饮机管二分三分通用一根,PE管3分1米,3007070959891,2.1,1,1.2,,,,,无匹配,C,4.2,3.2,普通商品(中毛利),2.5
京鲁远洋 金枪鱼饭团 100g/袋,,6920454202772,4.5,1,3.6,,,,,无匹配,C,12.5,9.2,固定毛利20%,4.5
【京鲁远洋】奥尔良鸡肉饭团 早餐加热即食 100g/袋,,6920454203427,4.5,1,3.6,【热食】米达屋奥尔良鸡肉饭团100g/个嫩滑入味加热即食点心早餐,,4.9,4.9,模糊匹配,C,4.9,4.9,固定毛利20%,4.5
金樱花 固形物含量：不少于90%金装豆豉鱼罐头 184g/罐,184g*1罐,6945640200141,11.4,1,9.1,,,,,无匹配,C,31.9,22.9,固定毛利20%,11.5
金丝猴 果汁捏捏乳酸菌风味夹心软糖原味混合胶型凝胶糖果 60克/袋,60克*1袋,6921681127197,4.2,1,3.3,,,,,无匹配,C,11.5,8.2,普通商品(中毛利),6.9
金龙鱼外婆乡菜籽油5L+400ml（赠品）,5000ml*1桶,6948195810155,104.7,1,87.3,金龙鱼外婆乡小榨菜籽油5L/桶,,128.0,128.0,条码匹配,C,128.2,128.2,普通商品(低毛利),109.2
洁玉男士女士美容巾JY-1078FT粉色蓝色竹纤维婴儿宝宝亲肤巾柔软吸水,蓝色,3000278717218,9.0,1,6.6,,,,,无匹配,C,23.2,16.5,普通商品(中毛利),13.9
杰利来  L7112黑色印花垃圾桶φ24.5*25.5cm,棕色暴力熊,6931835614756,4.8,1,1.9,,,,,无匹配,C,6.9,4.9,普通商品(中毛利),4.2
杰利来715#精品纸篓φ28.5*29cm,橙色,3004089650634,7.2,1,3.8,,,,,无匹配,C,13.2,9.5,普通商品(中毛利),7.9
健足达J2023-5女士消臭袜 纯棉透气弹力芳香除臭抗菌袜子1双装,黑色,6978173222021,7.2,1,4.6,袜子,,,17.86,模糊匹配,C,17.9,17.9,普通商品(中毛利),10.9
健足达J075-5男士消臭袜 无骨缝合男士商务棉袜子吸汗1双装,黑色,6978173221826,8.0,1,5.2,袜子,,,17.86,模糊匹配,C,17.9,17.9,普通商品(中毛利),10.9
健美创研 植物精华香氛护手霜小苍兰 30g/个,30g*1支,6925466292629,1.2,1,0.7,,,,,无匹配,C,2.5,1.9,普通商品(中毛利),1.5
【尺寸可选】简约牛皮纸礼品袋 加厚牛皮纸购物袋生日送礼手提袋螺纹绳包装袋服装收纳袋/个,小号17*25*8cm,3007721965752,1.8,1,1.3,【尺寸可选】简约牛皮纸礼品袋加厚牛皮纸购物袋生日送礼手提袋螺纹绳包装袋服装收纳袋／个,小号(17x25x8cm)*1,2.5,3.0,模糊匹配,C,3.2,2.5,普通商品(中毛利),1.9
简约冷淡风爱心耳环（1对）方圆脸天菜爆款薇气质百搭耳钉耳饰女,,3001429390311,8.0,1,2.8,,,,,无匹配,C,9.9,7.2,普通商品(中毛利),5.9
嘉宇世纪336-4简雅桶φ34*30cm,浅灰色,3005837105024,10.2,1,6.5,,,,,无匹配,C,22.9,16.2,普通商品(中毛利),13.9
嘉宇世纪336-4简雅桶φ34*30cm,蓝绿色,6957648103362,10.2,1,6.5,,,,,无匹配,C,22.9,16.2,普通商品(中毛利),13.9
嘉宇世纪319-4斜边桶φ35*32cm,浅灰色,3000542421612,10.8,1,7.4,,,,,无匹配,C,25.9,18.5,普通商品(中毛利),15.5
嘉宇世纪3037-4尚雅竖条桶φ32.5*27.5cm,棕色,3007176233253,9.4,1,6.0,,,,,无匹配,C,21.2,15.2,普通商品(中毛利),12.9
嘉宇世纪3037-4尚雅竖条桶φ32.5*27.5cm,黄绿色,3001404438519,9.4,1,6.0,,,,,无匹配,C,21.2,15.2,普通商品(中毛利),12.9
嘉宇世纪220斜边盆φ38.5*14.5cm,蓝绿色,6957648102204,6.0,1,4.5,,,,,无匹配,C,15.9,11.2,普通商品(中毛利),9.5
嘉士利 早餐饼干原味 167g/袋,167g*1袋,6901180339581,3.1,1,2.6,,,,,无匹配,C,9.2,6.5,普通商品(中毛利),5.5
褶皱小肠发圈 韩国高弹力头绳时尚百搭个性非大肠发圈扎头发马尾发绳少女橡皮筋/个(颜色可选）,杏色,3000735309413,0.6,1,0.2,褶皱小肠发圈韩国高弹力百搭黑色个性非大肠发圈扎头发马尾发绳少女橡皮筋／个(颜色随机）,颜色随机*1个,1.25,1.5,模糊匹配,C,1.5,1.2,普通商品(高毛利),0.5
褶皱小肠发圈 韩国高弹力头绳时尚百搭个性非大肠发圈扎头发马尾发绳少女橡皮筋/个(颜色可选）,天蓝色,3003807537011,1.2,1,1.1,褶皱小肠发圈韩国高弹力百搭黑色个性非大肠发圈扎头发马尾发绳少女橡皮筋／个(颜色随机）,颜色随机*1个,1.25,1.5,模糊匹配,C,1.5,1.2,普通商品(低毛利),1.5
蒸汽眼罩 热敷眼贴熬夜发热SPA卡通遮光眼贴学生办公室宿舍午休午睡旅行放松/片,洋甘菊款,6971563060715,0.6,1,0.5,蒸汽眼罩热敷眼贴熬夜发热SPA卡通遮光眼贴学生办公室宿舍午休午睡旅行放松／片,【味道随机*1片10份起购】,8.0,0.8,模糊匹配,C,0.9,,普通商品(低毛利),0.9
吉香居 麻辣萝卜干 52g/袋精选新鲜白萝卜无筋脆嫩川味腌制下饭咸菜（新老包装随机）,52g*1袋,6926896703303,1.8,1,1.1,吉香居麻辣萝卜干泡菜52g/袋,,2.5,2.5,条码匹配,C,2.5,2.5,普通商品(中毛利),1.5
活页笔记本B5可拆卸工作硬壳记事本2025新款  150g,浅蓝色*1本,3009760593118,19.8,1,12.6,,,,,无匹配,C,44.2,31.5,普通商品(中毛利),26.5
汇鑫304不锈钢编织进水软管水管自来水进水管热水器高压连接管50/100/150cm,50cm,3003910634898,6.5,1,3.1,,,,,无匹配,C,10.9,7.9,普通商品(中毛利),6.5
徽展 老红糖 252g/袋甘蔗原料古法熬制厨房家用烘焙调料食用调味品（新老包装随机）,徽展 老红糖 252g/袋甘蔗原料古法熬,6952247712090,3.9,1,3.3,徽展老红糖252g／袋甘蔗原料古法熬制厨房家用烘焙调料食用调味品（新老包装随机）,252g*1袋,6.0,6.5,条码匹配,C,6.5,6.2,普通商品(中毛利),3.9
徽展 甘蔗白糖 200g/袋传统工艺纯甘蔗提取白砂糖清甜纯正即开即用(新老包装随机),200g,6952247711116,3.3,1,2.7,,,,,无匹配,C,9.5,6.9,普通商品(中毛利),5.9
徽展 单晶冰糖 200g/袋甘蔗原浆熬制厨房家用烹饪调味煲汤烘焙增甜提鲜(新老包装随机),200g,6952247712496,3.5,1,2.5,徽展单晶冰糖200g／袋甘蔗原浆熬制厨房家用烹饪调味煲汤烘焙增甜提鲜（新老包装随机）,200g*1袋,5.5,5.8,条码匹配,C,5.9,5.5,普通商品(中毛利),3.5
华业塑科 718精品纸篓垃圾桶,黄色,3000780310334,6.5,1,3.8,,,,,无匹配,C,13.2,9.5,普通商品(中毛利),7.9
花开木木时尚按摩梳排骨梳0426款 头皮按摩梳蓬松颅顶防静电女士专用,绿色,3005592210513,4.0,1,3.1,,,,,无匹配,C,10.9,7.9,普通商品(中毛利),6.5
花开木木时尚按摩梳排骨梳0426款 头皮按摩梳蓬松颅顶防静电女士专用,粉色,3008353171313,4.0,1,3.1,,,,,无匹配,C,10.9,7.9,普通商品(中毛利),6.5
花开木木时尚按摩梳,蓝色,3005005022016,5.9,1,3.1,,,,,无匹配,C,10.9,7.9,普通商品(中毛利),6.5
花开木木时尚按摩梳,粉色,3006639170289,5.9,1,3.1,,,,,无匹配,C,10.9,7.9,普通商品(中毛利),6.5
【高清防雾】护目镜 高清透明可伸缩镜腿防飞沫飞溅防尘防风骑行劳保镜男女平光镜黑架/副,,3007341883610,3.5,1,2.0,【高清防雾】护目镜高清透明可伸缩镜腿防飞沫飞溅防尘防风骑行劳保镜男女平光镜黑架／副,护目镜*1副,4.5,5.8,模糊匹配,C,5.9,4.5,普通商品(中毛利),3.5
红色出入平安 拉丝门垫进门地垫加厚防滑垫地毯门垫家用 40*60,,3004746115414,5.7,1,4.7,,,,,无匹配,C,16.5,11.9,普通商品(中毛利),9.9
优和红领巾小学生少先队员国标1米 涤棉 红领巾1条装,1.2m*1根,3002061429018,1.2,1,0.4,【红领巾】小学生红领巾中学生红领巾标准大小红领巾棉质红领巾少先队员红领巾1条,,1.0,1.0,模糊匹配,C,1.2,1.2,普通商品(中毛利),0.9
烘焙饼干糖果自封袋透明小饼干蛋糕吐司封口自粘袋,100只装10*10*3cm,3000235869011,3.7,1,3.1,,,,,无匹配,C,10.9,7.9,普通商品(中毛利),6.5
恒申牌一字仿铜锁尚美佳铁挂锁仿铜挂锁锁锁头柜子锁同心锁通开锁挂锁50mml,20g*1份,6937548400501,4.7,1,4.1,,,,,无匹配,C,14.5,10.2,普通商品(中毛利),8.9
梦龙 巴旦木坚果冰淇淋65g/支 比利时巧克力脆壳全乳脂内芯丝滑如绸,68克,6909493101871,8.1,1,6.8,,,,,无匹配,C,23.9,17.2,普通商品(中毛利),14.5
和路雪 百香果橙子口味棒冰雪糕60g/支,60克,6909493105169,2.8,1,2.4,,,,,无匹配,C,8.5,6.2,普通商品(中毛利),5.2
好丽友 薯愿香烤原味薯片104g/盒 不腻非油炸土豆片桶装追剧零食马铃薯片,1盒,6920907809862,6.6,1,6.4,好丽友薯愿香烤原味薯片104g／盒不腻非油炸土豆片桶装追剧零食马铃薯片,104g/盒,10.5,11.0,条码匹配,C,11.2,10.5,普通商品(低毛利),8.2
好丽友 蜜香鸡翅味好多鱼33g/盒 焙烤型马铃薯膨化食品儿童膨化饼干（新老包装随机）,33g*1盒,6920907808278,3.3,1,2.9,好丽友好多鱼非油炸蜜香鸡翅味饼干33g/盒,,5.8,5.8,条码匹配,C,5.9,5.9,普通商品(中毛利),3.5
黑人/好来 翠竹香型/超白竹炭深洁黑人牙膏 90g口气清新牙膏/支(新老包装随机),,4891338025416,7.7,1,6.1,黑人／好来超白竹炭黑深洁牙膏90g口气清新牙膏／支(新老包装随机),90g*1支,11.8,12.8,条码匹配,C,12.9,11.9,普通商品(中毛利),7.9
"好吃点 香脆杏仁饼108g/袋 追剧休闲零食一口一个""咔嚓""果香味浓郁",108g,6911988009760,3.2,1,2.7,好吃点香脆杏仁饼干108g/袋,,6.0,6.0,条码匹配,C,6.2,6.2,普通商品(中毛利),3.9
【规格可选】瀚思 男士一次性平角内裤 丝感四角内裤裸感舒适EO灭菌装免洗日抛1/条,XL码（110-130斤）,6976070460775,4.8,1,3.9,瀚思一次性内裤男士四角裤升级优可丝面料（1条装）【规格可选】,XL（110-130斤）1条,9.8,9.8,条码匹配,C,9.9,9.9,普通商品(中毛利),5.9
【7A抗菌】瀚思 医护级一次性纯棉内裤女 独立包装干净卫生免洗旅行便携日抛内裤内裤/条,XL码（170/100）,6976070461697,16.8,1,12.8,【7A抗菌】瀚思医护级一次性纯棉内裤女独立包装干净卫生免洗旅行便携日抛内裤内裤／条,L码*5条【90-110斤】,9.8,28.0,模糊匹配,C,28.2,9.9,普通商品(中毛利),16.9
韩世嗨爆!爆狠料鳕鱼松海苔卷45g*1袋/份,1包,6924161387845,4.3,1,3.6,,,,,无匹配,C,12.5,9.2,普通商品(中毛利),7.5
韩版刺绣款Ad棒球帽,,3004480606216,13.1,1,6.2,,,,,无匹配,C,21.9,15.5,普通商品(中毛利),13.2
海天 蒸鱼豉油 450ml/瓶家常菜提鲜酿造豉油咸甜平衡烹饪常备调味品（新老包装随机）,450ml*1瓶,6902265111719,9.5,1,7.9,海天蒸鱼豉油450ml/瓶,,12.5,12.5,条码匹配,C,12.5,12.5,普通商品(低毛利),9.9
海天 味极鲜特级酱油 750ml/瓶豉香浓郁醇厚凉拌腌制家用调味料,750ml*1瓶,6902265150015,10.1,1,9.2,海天味极鲜特级酱油750ml／瓶豉香浓郁醇厚凉拌腌制家用调味料,750ml*1瓶,15.9,16.8,条码匹配,C,16.9,15.9,普通商品(低毛利),11.5
海天 生抽豉油 500ml/瓶,500ml*1瓶,6902265190509,4.7,1,4.0,海天生抽豉油500ml/瓶家庭餐饮炒菜凉拌红烧调味,,7.5,7.5,条码匹配,C,7.5,7.5,普通商品(中毛利),4.5
海天 上等蚝油 260g/瓶鲜蚝熬制增鲜提味口感醇厚厨房常备家用调味,260g*1瓶,6902265360100,3.9,1,3.4,海天上等蚝油260g／瓶鲜蚝熬制增鲜提味口感醇厚厨房常备家用调味,260g*1瓶,6.0,6.5,条码匹配,C,6.5,6.2,普通商品(中毛利),3.9
海天 红烧酱油 500ml/瓶,500ml*1瓶,6902265107057,8.9,1,7.4,恒顺料酒500ml/瓶,,7.78,8.5,模糊匹配,C,8.5,7.9,普通商品(低毛利),9.2
海天 黄豆酱 340g/瓶国民品牌酱香浓郁红烧炖料瓶装东北大酱调味品（新老包装随机）,340g*1罐,6902265470267,8.0,1,6.7,海天黄豆酱340g／瓶国民品牌酱香浓郁红烧炖料瓶装东北大酱调味品（新老包装随机）,340g*1瓶,9.35,9.5,条码匹配,C,9.5,9.5,普通商品(低毛利),8.5
海太 桃果粒 238ml/罐 韩国进口低卡低脂肪饮料,桃味238ml*1罐,8801105910964,4.7,1,3.84,,,,,无匹配,C,13.5,9.5,普通商品(中毛利),8.2
海太 桃果粒 238ml/罐 韩国进口低卡低脂肪饮料,草莓味238ml*1罐,8801105001198,4.7,1,3.84,,,,,无匹配,C,13.5,9.5,普通商品(中毛利),8.2
海飞丝去屑止痒呵护型洗发露 清爽去油止痒丝质柔滑洗头发膏乳液430g,430g,6903148121627,39.3,1,32.8,海飞丝去屑洗发露清爽去油型200ml/瓶（新老包装随机）,,35.0,38.0,模糊匹配,C,38.2,35.2,普通商品(低毛利),40.9
海飞丝去屑0硅油洗发水深层洁净洗发露200g,200g,6903148045077,27.6,1,19.1,海飞丝去屑洗发露深层洁净型200ml/瓶,,38.0,38.0,条码匹配,C,38.2,38.2,普通商品(中毛利),22.9
国际电工86型开关插座面板家用墙壁电源插座暗装一开五孔,暗装一开五孔,3004215472062,7.4,1,4.5,暗装开关面板墙壁电源插座五孔插座1个,,8.36,9.0,模糊匹配,C,9.2,8.5,普通商品(中毛利),5.5
国际电工86型开关插座面板家用墙壁电源插座暗装四开单,暗装四开单,3008668571112,8.1,1,5.7,暗装开关面板墙壁电源插座五孔插座1个,,8.36,9.0,模糊匹配,C,9.2,8.5,普通商品(低毛利),7.2
国际电工86型开关插座面板家用墙壁电源插座暗装两开单,暗装两开单,3009793715174,7.2,1,3.7,暗装开关面板墙壁电源插座五孔插座1个,,8.36,9.0,模糊匹配,C,9.2,8.5,普通商品(中毛利),5.5
（多规格）油漆滚筒刷 不掉毛刷涂工具4寸6寸9寸中毛无死角施工滚刷/个（颜色包装随机）,6寸,3005293034715,3.0,1,1.3,,,,,无匹配,C,4.5,3.2,普通商品(中毛利),2.9
硅胶胸贴聚拢上托女平小胸显大漫画胸婚纱乳贴专用防外扩隐形文胸,三倍-吸塑装C,3001747844350,14.1,1,8.5,,,,,无匹配,C,29.9,21.2,普通商品(中毛利),17.9
广品 五厘双色塑料柄线漏勺7172 16cm细密网线隔渣过滤网线漏家用厨房油炸捞面网勺1把,一只,6977410871725,8.1,1,3.6,304不锈钢漏勺细密网线隔渣过滤网线漏家用厨房油炸捞面火锅线漏勺网勺捞勺／把,11.5cm*1把,8.5,9.9,模糊匹配,C,9.9,8.5,普通商品(中毛利),5.9
古堡御米水晶珍珠米5kg,5kg*1袋,6947993400193,36.0,1,28.75,,,,,无匹配,C,100.9,71.9,普通商品(中毛利),60.5
格云格苹果3C认证手机充电器套装TypeC-lighting20W30W1米1.52米,20W2米,6978069770056,15.5,1,7.8,维轻适用于苹果8-14Type-C-Lighting接口3C认证快速充电头数据线1份,PD20W快充头K02,14.0,14.8,模糊匹配,C,14.9,14.2,普通商品(中毛利),8.9
格云格3C认证手机充电器套装（TypeC-TypeC）20W30W1米2米1.5米,30W1.5米CC套装,6978069770124,16.8,1,8.7,,,,,无匹配,C,30.5,21.9,普通商品(中毛利),18.5
格云格3C认证手机充电器套装（TypeC-TypeC）20W30W1米2米1.5米,20W2米CC套装,3009933998184,15.5,1,9.7,,,,,无匹配,C,33.9,24.2,普通商品(中毛利),20.5
格云格3C认证手机充电器套装（TypeC-TypeC）20W30W1米2米1.5米,20W1.5米CC套装,6978069770049,15.5,1,7.8,,,,,无匹配,C,27.5,19.5,普通商品(中毛利),16.5
【睡觉免摘】S925银锆石圆球双头耳钉 高级感爆闪耳骨耳蜗钉养耳洞耳棒男女耳环耳饰小众/对,小号,3005878816514,4.8,1,2.5,S925银耳针耳钉养耳洞耳棍银针耳棒防堵睡觉不用摘气质耳环耳针11mmx0.7mm／对,耳针*1对,2.5,5.0,模糊匹配,C,5.2,2.5,普通商品(中毛利),3.2
高露洁 贝齿清新茶健漱口水茉莉绿茶味250ml 清新口气深层清洁有效温和不刺激无酒精/瓶,250ml*1瓶,6920354803246,9.5,1,7.4,高露洁贝齿清新茶健漱口水茉莉绿茶味100ml清新口气深层清洁有效温和不刺激无酒精／瓶,100ml*1,6.9,8.5,模糊匹配,C,8.5,6.9,普通商品(低毛利),9.2
甘源 蟹黄味蚕豆75g/袋 香脆可口胡豆兰花豆聚会聚餐分享宿舍充饥,75克,6940188803595,3.6,1,2.7,甘源蟹黄味蚕豆75g／袋香脆可口胡豆兰花豆聚会聚餐分享宿舍充饥,75g/袋,5.2,6.0,条码匹配,C,6.2,5.2,普通商品(中毛利),3.9
福嘟嘟小面巾1006黄/粉/绿色50cm*26cm小毛巾洗脸专用吸水速干擦脸小方巾,粉色,3006829275015,7.2,1,4.0,毛巾,,,11.25,模糊匹配,C,11.2,11.2,普通商品(中毛利),6.9
福嘟嘟小面巾1003粉灰色/黄灰色50cm*26cm小毛巾洗脸专用吸水速干擦脸小方巾,粉灰色,6973693580088,7.2,1,4.0,毛巾,,,11.25,模糊匹配,C,11.2,11.2,普通商品(中毛利),6.9
一次性乳贴乳贴隐形硅胶胸贴无肩带防凸点防走光乳头贴无纺布胸贴新老包装随机/对,1对,6972497850052,3.0,1,2.2,【北王星】一次性乳贴乳贴隐形硅胶胸贴无肩带防凸点防走光乳头贴无纺布胸贴新老包装随机／对,花型*1对,3.5,5.0,模糊匹配,C,5.2,3.5,普通商品(中毛利),3.2
防水围裙 厨房家用可爱围裙防水防油男女耐磨工作服围裙红色,,3009741632843,5.3,1,3.6,,,,,无匹配,C,12.5,9.2,普通商品(中毛利),7.5
芳庭精制红糖粉300g甘蔗无添加红糖馒头糍粑商用食用袋装,300g*1袋,6970343460127,5.1,1,3.5,,,,,无匹配,C,12.2,8.9,普通商品(中毛利),7.5
【5条装】一次性内裤女士日抛裤 5条/包 新年旅行出差短裤产妇月子可用（包装随机）,L码,3004119870612,12.9,1,10.8,好丽友蛋黄派6枚/盒（包装随机）,,15.8,15.8,模糊匹配,C,15.9,15.9,普通商品(低毛利),13.5
饭扫光 爆炒竹笋 280g/罐,280g,6923807807181,9.8,1,8.2,饭扫光野竹笋280g/瓶（新老包装随机）,,14.8,14.8,条码匹配,C,14.9,14.9,普通商品(低毛利),10.2
凡士林经典修护焕采润唇膏玫瑰花蕾味3.5g/支唇膏,滋润修护薄荷味3.5g*1支,6902088913514,15.0,1,12.3,M'AYCREATE唇膏新款凡士林润唇膏3g/支,,7.89,9.9,模糊匹配,C,9.9,7.9,普通商品(低毛利),15.5
爱心仿珍珠项链 气质名媛法式颈链优雅百搭复古锁骨链镶仿钻设计感锁骨链OT扣女/条,,3009514357812,7.2,1,3.0,爱心仿珍珠项链气质名媛法式颈链优雅百搭复古锁骨链镶仿钻设计感锁骨链OT扣女／条,默认规格*1条,6.8,12.0,模糊匹配,C,12.2,6.9,普通商品(中毛利),7.5
